BikeCount,Latitude,Longitude
22,40.65539977,-74.01062787
27,40.65708867,-74.00870204
69,40.66106337,-73.97945255
53,40.6627059,-73.9569115
49,40.6630619,-73.9538746
62,40.66314,-73.9605695
77,40.663779,-73.98396846
60,40.6642406,-73.9574686
91,40.66514682,-73.97637606
63,40.665816,-73.956934
93,40.6662078,-73.98199886
92,40.666287,-73.98895053
89,40.6663181,-73.9854617
76,40.66643931,-73.96055639
76,40.6679411,-73.9588
103,40.668127,-73.98377641
101,40.668132,-73.97363831
97,40.6685455,-73.99333264
102,40.668603,-73.9904394
104,40.6686273,-73.98700053
112,40.6686627,-73.97988067
84,40.6686744,-73.9618148
74,40.6691783,-73.9554162
120,40.6703837,-73.97839676
114,40.6704836,-73.98208968
112,40.6704922,-73.98541675
111,40.6705135,-73.98876585
85,40.6707767,-73.9576801
117,40.6711978,-73.97484126
100,40.6716493,-73.9631145
109,40.671907,-73.993612
98,40.6721683,-73.9609
71,40.6725058,-74.00494695
114,40.67260298,-73.98983002
55,40.67267243,-74.00879525
83,40.672695,-73.954131
122,40.6728155,-73.98352355
122,40.6729679,-73.97087984
47,40.67363551,-74.01195556
107,40.6737236,-73.9631611
120,40.6740123,-73.9671457
138,40.6740886,-73.9787282
93,40.6741806,-73.9564947
87,40.67434,-74.00194698
105,40.6746957,-73.99785768
67,40.6747055,-74.0075572
127,40.6750207,-73.97111473
126,40.6750705,-73.98775226
139,40.67514684,-73.97523209
133,40.6751622,-73.9814832
56,40.6753274,-74.0100698
96,40.6758324,-73.9561677
41,40.67583294,-74.01472628
87,40.676368,-73.952918
87,40.6763744,-74.00324957
106,40.6763947,-73.99869893
106,40.6765198,-73.9596082
143,40.6765304,-73.97846879
131,40.6767,-73.969024
126,40.6769694,-73.96579
75,40.6769993,-74.00647134
135,40.677027,-73.9865
41,40.677236,-74.015665
140,40.6772744,-73.98282002
51,40.6773429,-74.01275056
99,40.67759207,-73.95563722
143,40.6776147,-73.97324283
121,40.6777287,-73.99364123
66,40.6777748,-74.0094613
121,40.678045,-73.962408
103,40.6783563,-74.00014502
41,40.6786,-73.90369
133,40.6786115,-73.99037292
118,40.6787242,-73.99599099
85,40.67890679,-73.94142771
65,40.679043,-74.011169
138,40.679098,-73.98765475
112,40.6791944,-73.9587903
146,40.6792788,-73.98154004
149,40.6793307,-73.97519523
75,40.6794268,-73.9298911
75,40.6794327,-74.00785041
135,40.6794388,-73.9680438
46,40.67945,-73.90474
151,40.6795766,-73.97854971
85,40.6800105,-73.938475
145,40.6802133,-73.98432695
106,40.68034242,-73.95576894
90,40.68035608,-73.9476791
129,40.6804836,-73.9646795
123,40.680611,-73.99475825
153,40.68094472,-73.97567332
111,40.6809591,-73.99905709
144,40.6809741,-73.9710097
94,40.68098339,-73.95004798
77,40.6812117,-74.00860912
58,40.68139,-73.90756
89,40.6814598,-73.934903
121,40.68186,-73.959432
136,40.68199044,-73.99079025
110,40.68216564,-73.95399026
96,40.6823687,-73.944118
93,40.682601,-73.938037
116,40.6828003,-73.99990419
58,40.68281,-73.90623
130,40.6829151,-73.99318208
106,40.6830456,-74.00348559
122,40.6831164,-73.99785267
155,40.68312489,-73.97895137
72,40.68319988,-73.91166642
137,40.68323865,-73.96599591
145,40.683426,-73.984275
153,40.68382604,-73.97632328
106,40.68402,-73.94977
142,40.68415748,-73.96922273
127,40.6845683,-73.95881081
68,40.68458,-73.90925
143,40.68461654,-73.98721285
123,40.6847514,-73.99917254
134,40.68488,-73.96304
141,40.6849668,-73.98620772
130,40.6849894,-73.99440329
154,40.68506807,-73.9779076
114,40.6851443,-73.95380904
103,40.6851532,-73.94111
144,40.6853761,-73.98302136
153,40.68539567,-73.97431458
92,40.68565,-73.91564
113,40.6859296,-74.00242364
132,40.6861758,-73.99645295
110,40.686203,-73.944694
110,40.686312,-73.935775
139,40.686371,-73.99383324
140,40.6864442,-73.98759104
141,40.68650065,-73.96563307
86,40.68652,-73.91321
97,40.68663,-73.9168
141,40.6867443,-73.99063168
133,40.68676793,-73.95928168
147,40.68683208,-73.9796772
153,40.68691865,-73.976682
153,40.68753406,-73.97265183
121,40.68763155,-74.0016256
147,40.68764484,-73.96968902
139,40.6881529,-73.99520919
77,40.6882,-73.90798
106,40.68822,-73.91966
124,40.6883337,-73.950916
146,40.68841,-73.979458
143,40.68841743,-73.98451656
138,40.68851534,-73.9647628
89,40.68858,-73.91227
139,40.68900443,-73.96023854
69,40.68906,-73.90506
147,40.68926942,-73.98912867
82,40.68929,-73.90951
146,40.68940747,-73.96885458
115,40.6894932,-73.942061
145,40.68962189,-73.98304269
149,40.68981035,-73.97493121
147,40.689888,-73.981013
95,40.68989,-73.91458
126,40.6900815,-73.947915
151,40.6902375,-73.99203074
117,40.69047,-73.923511
90,40.69055,-73.91181
136,40.69064807,-73.95746179
132,40.69072549,-73.95133465
69,40.69081,-73.90448
146,40.69089272,-73.99612349
153,40.69102926,-73.99183363
102,40.69122,-73.91693
123,40.69128258,-73.9452416
118,40.69146,-73.92146
136,40.69165183,-73.9999786
144,40.69178,-73.97877
148,40.6917823,-73.9737299
142,40.69196035,-73.96536851
146,40.69196566,-73.9813018
124,40.692,-73.92617
124,40.692,-73.944
138,40.692,-73.95
142,40.692,-73.983
153,40.692,-73.992
142,40.69221589,-73.9842844
153,40.69236178,-73.98631746
123,40.69237074,-73.93705428
154,40.69239502,-73.99337909
152,40.69241829,-73.98949474
101,40.69296,-73.91605
84,40.693,-73.90824
146,40.69308257,-73.97178913
146,40.693261,-73.968896
146,40.69327018,-73.97703874
132,40.69329,-73.92852
141,40.69331716,-73.95381995
126,40.6933982,-73.939877
127,40.69356,-73.92524
140,40.69363137,-73.96223558
87,40.69385,-73.90974
134,40.69425403,-73.94626915
153,40.69428114,-73.99230033
143,40.69454609,-73.95801365
81,40.69467,-73.90663
148,40.69474881,-73.98362464
146,40.695,-73.95
132,40.69502,-73.92825
151,40.695065,-73.987167
155,40.69512845,-73.99595065
71,40.69517,-73.90311
147,40.69527008,-73.95238108
156,40.69531728,-73.99015725
154,40.69535693,-73.99344027
147,40.69539817,-73.94954908
115,40.69543,-73.9196
131,40.69544,-73.93223
91,40.69545,-73.91164
145,40.69573398,-73.97129668
149,40.69580705,-73.97355569
142,40.69608941,-73.97803415
150,40.69610226,-73.96751037
134,40.69622937,-73.94371094
133,40.69671,-73.92807
123,40.69676,-73.92302
133,40.69681963,-73.93756926
102,40.69714,-73.91566
83,40.6972,-73.90674
132,40.697481,-73.935877
136,40.69757,-73.93098
160,40.69760127,-73.99344559
156,40.69766564,-73.98476437
148,40.697787,-73.973736
134,40.697842,-73.926241
148,40.69794,-73.96986848
145,40.69795032,-73.9707756
96,40.698,-73.9127
88,40.69811,-73.90904
71,40.69812,-73.90271
150,40.69839895,-73.98068914
154,40.698458,-73.997178
112,40.698568,-73.918877
138,40.698617,-73.941342
66,40.6988,-73.9007
102,40.69905,-73.91516
60,40.69922,-73.89795
124,40.699304,-73.923044
97,40.69943,-73.91337
155,40.69957608,-73.94708417
70,40.69969,-73.9022
150,40.69985,-73.97141
159,40.69991755,-73.98971773
145,40.69999748,-73.97440128
137,40.700003,-73.92834
160,40.70029511,-73.95032283
164,40.7003,-73.991581
161,40.70037867,-73.99548059
85,40.70068,-73.90742
136,40.70076,-73.93641
142,40.70099,-73.93921
139,40.701,-73.932
140,40.70106,-73.93318
108,40.70108,-73.9179
141,40.70112,-73.93039
100,40.70113,-73.91422
94,40.70122128,-74.01234218
164,40.70140317,-73.9867267
88,40.70157341,-73.90876293
133,40.70166,-73.92754
153,40.7016657,-73.9437303
83,40.70183,-73.90625
89,40.701907,-74.013942
126,40.702013,-73.923769
155,40.70224,-73.982578
162,40.702461,-73.986842
92,40.70255065,-74.0127234
164,40.70255088,-73.98940236
117,40.7027,-73.92095
170,40.70277159,-73.99383605
136,40.702831,-73.9333
141,40.702997,-73.92997
150,40.7031724,-73.940636
109,40.703545,-73.917775
119,40.70355377,-74.00670227
96,40.70365182,-74.01167797
114,40.7037992,-74.00838676
129,40.704,-73.926
74,40.70408,-73.90408
154,40.70411791,-73.94818595
84,40.70413,-73.90737
135,40.704425,-73.92836
138,40.704508,-73.9351
90,40.70461,-73.91054
76,40.70463,-74.01507
84,40.70463334,-74.01361706
108,40.7047177,-74.00926027
111,40.704876,-73.919911
148,40.70510918,-73.94407279
118,40.70530954,-74.00612572
148,40.70531194,-73.97100056
123,40.70538,-73.92535
150,40.70538077,-73.94976519
139,40.70539,-73.92976
144,40.705517,-73.93936
88,40.70553,-73.9096
66,40.70555,-73.90245
118,40.705614,-73.92153
68,40.70569254,-74.01677685
95,40.70577,-73.91292
148,40.70583339,-73.94644578
140,40.706237,-73.933871
110,40.70636,-73.91945
144,40.70684203,-73.9544354
131,40.70686,-73.92851
79,40.70694,-73.90632
115,40.70706456,-74.00731853
148,40.70708701,-73.95796783
118,40.707165,-73.923711
141,40.707174,-73.93581
110,40.70717936,-74.00887308
145,40.70764494,-73.96841526
145,40.70767788,-73.94016171
143,40.707873,-74.00167
90,40.70793,-73.91092
69,40.70834698,-74.01713445
128,40.70838,-74.00495
142,40.708485,-74.002751
143,40.70853074,-73.96408963
117,40.70862144,-74.00722156
96,40.70863,-73.91497
121,40.70869,-73.92587
143,40.70870368,-73.9448625
141,40.70877084,-73.95095259
103,40.70905623,-74.01043382
111,40.70907,-73.92157
144,40.70924826,-73.96063149
143,40.70934,-73.95608
123,40.70955958,-74.00653609
73,40.709697,-73.907856
104,40.7098,-73.91727
144,40.709897,-73.94008
87,40.70998,-73.91116
138,40.71,-73.95
138,40.71019,-73.93734
138,40.71036854,-73.94705951
142,40.71044554,-73.96525063
142,40.710451,-73.960876
131,40.710681,-73.93372
181,40.71076228,-73.99400398
110,40.711066,-74.009447
159,40.71117416,-74.00016545
168,40.71117444,-73.99682619
133,40.71146364,-74.00552427
77,40.711512,-74.015756
133,40.71167351,-73.95141312
181,40.71173107,-73.99193043
137,40.711863,-73.944024
156,40.71219906,-73.97948148
99,40.71246,-73.91873
142,40.71247661,-73.94100005
142,40.71260486,-73.96264403
181,40.71269042,-73.98776323
141,40.71273266,-74.0046073
142,40.71285887,-73.96590294
136,40.71286844,-73.95698119
108,40.71291224,-74.01020234
109,40.713,-74.01
167,40.71307916,-73.99851193
180,40.713126,-73.984844
140,40.71323,-73.93894
115,40.71334184,-74.00935516
132,40.71335226,-73.94910336
131,40.713811,-73.93515
118,40.71401,-73.92793
185,40.71406667,-73.99293911
176,40.71413089,-73.9970468
128,40.71413311,-73.95234386
175,40.714193,-73.996732
166,40.714211,-73.981095
182,40.71427487,-73.98990025
123,40.71429,-73.93323
142,40.71450451,-74.00562789
133,40.71469,-73.95739
107,40.71485151,-74.01122332
158,40.71494807,-74.00234482
98,40.7149787,-74.013012
131,40.715143,-73.944507
82,40.7153379,-74.01658354
130,40.71534825,-73.96024116
134,40.715353,-73.93856
183,40.71559509,-73.9870295
187,40.7158155,-73.99422366
130,40.716,-73.959
134,40.716,-73.962
171,40.71602118,-73.99974372
184,40.71605866,-73.99190759
117,40.7160751,-73.952029
171,40.71622644,-73.98261206
121,40.71625008,-74.0091059
119,40.71638032,-73.94821286
124,40.716657,-73.93637
136,40.716887,-73.963198
123,40.7169811,-73.94485918
183,40.7172274,-73.98802084
161,40.71739973,-73.98016555
125,40.71745169,-73.95850939
115,40.71748752,-74.0104554
103,40.71754834,-74.01322069
150,40.717571,-74.005549
117,40.71766197,-73.94880027
127,40.71773,-73.94051
154,40.71782143,-73.97628939
118,40.71816969,-73.95520136
171,40.71850211,-73.98329859
131,40.71870987,-74.0090009
124,40.71882,-73.93948
189,40.718822,-73.99596
186,40.71893904,-73.99266288
120,40.719,-73.956
125,40.719,-73.959
176,40.719,-74.001
124,40.7190095,-73.95852515
123,40.71907891,-73.9422369
183,40.71910537,-73.99973337
147,40.71911552,-74.00666661
114,40.71915572,-73.94885391
113,40.71924,-73.95242
169,40.71926081,-73.98178024
120,40.71929301,-73.94500379
185,40.719383,-73.991479
171,40.71939226,-74.00247214
130,40.72019521,-74.01030064
186,40.72019576,-73.98997825
128,40.72036775,-73.96165073
173,40.72066442,-73.98517977
178,40.720747,-73.986274
112,40.72079821,-73.95484712
165,40.72082834,-73.97793172
112,40.72084,-73.94844
164,40.7208736,-73.98085795
188,40.72110063,-73.9919254
117,40.72158,-73.94546
180,40.72170005,-74.00238141
111,40.72179134,-73.9504154
152,40.72185379,-74.00771779
120,40.722,-73.944
117,40.722,-73.953
191,40.722055,-73.989111
194,40.72210379,-73.99724901
170,40.72217444,-73.98368779
120,40.72226,-73.93889
161,40.72228087,-73.97668709
191,40.72229346,-73.99147535
162,40.72243797,-74.00566443
126,40.72248189,-73.95921931
168,40.72299208,-73.97995466
178,40.72307749,-73.98583621
116,40.72311651,-73.95212324
197,40.72317958,-73.99480012
120,40.72325,-73.94308
191,40.72362738,-73.99949601
159,40.72368361,-73.97574813
159,40.72387,-73.975767
116,40.72395678,-73.94984365
117,40.724055,-73.955736
146,40.72405549,-74.00965965
170,40.72430832,-74.00473036
168,40.72453734,-73.98185424
198,40.72456089,-73.99565293
116,40.72481256,-73.94752622
183,40.72494672,-74.00165856
116,40.725,-73.947
116,40.725,-73.95
197,40.72502876,-73.99069656
164,40.72521311,-73.97768752
113,40.72557,-73.94434
113,40.72577,-73.94173
160,40.72580614,-73.97422494
186,40.725864,-73.986389
123,40.72606,-73.95621
179,40.72621788,-73.98379855
197,40.7262807,-73.98978041
190,40.726378,-74.000472
203,40.72706363,-73.99662137
117,40.72708584,-73.95299117
180,40.72710258,-74.00297088
167,40.727243,-73.976831
181,40.72740794,-73.98142006
203,40.72743423,-73.99379025
177,40.72746421,-73.97950418
139,40.72771408,-74.01129574
182,40.72779126,-73.98564945
120,40.72795,-73.95414
191,40.7284186,-73.98713956
153,40.728846,-74.008591
206,40.72903917,-73.99404649
127,40.72906,-73.95779
205,40.72917025,-73.99810231
199,40.72951496,-73.9907527
188,40.72953837,-73.98426726
183,40.72966729,-73.98067966
111,40.72984,-73.94839
203,40.73020661,-73.99102628
119,40.73026,-73.95394
186,40.73038599,-74.00214988
194,40.73047309,-73.98672378
201,40.73047747,-73.99906065
174,40.730563,-73.973984
115,40.731,-73.953
206,40.731,-73.992
111,40.73124,-73.95161
208,40.73143724,-73.99490342
161,40.73172428,-74.00674436
134,40.73181402,-73.95995021
193,40.73221853,-73.98165557
205,40.73223272,-73.98889957
200,40.73224119,-74.00026394
207,40.73226398,-73.99852205
121,40.73232194,-73.9550858
187,40.73233978,-73.97898383
208,40.732647,-73.99011
130,40.73266,-73.95826
208,40.73269,-73.98974
154,40.73291553,-74.00711384
187,40.73314259,-73.97573881
209,40.73331967,-73.99510132
188,40.73381219,-73.98054421
108,40.73396,-73.95204
204,40.734,-73.986
212,40.734,-73.992
181,40.73401143,-74.00293877
209,40.734232,-73.986923
210,40.73454567,-73.99074142
211,40.734814,-73.992085
195,40.735238,-74.000271
202,40.73532427,-73.99800419
168,40.73535398,-74.00483091
212,40.73536706,-73.98797393
214,40.735445,-73.99431
108,40.73555,-73.95284
130,40.73564,-73.95866
194,40.73587678,-73.98205027
189,40.735918,-74.000939
138,40.7361967,-74.00859207
204,40.73624527,-73.98473765
192,40.736502,-73.97809472
158,40.73652889,-74.00618026
205,40.737,-73.983
214,40.737,-73.989
216,40.737,-73.992
150,40.737,-74.007
215,40.73704984,-73.99009296
213,40.73726186,-73.99238967
187,40.73781509,-73.99994661
202,40.73804614,-73.99642959
191,40.7381765,-73.97738662
214,40.73827428,-73.98751968
169,40.73901691,-74.00263761
197,40.73912601,-73.97973776
136,40.739323,-74.008119
187,40.73935542,-73.99931783
195,40.739445,-73.976806
154,40.7394482,-74.00507033
204,40.73971301,-73.99456405
215,40.74,-73.986
192,40.74,-73.998
217,40.7403432,-73.98955109
214,40.74096374,-73.98602213
88,40.74128309,-73.93725872
193,40.74144387,-73.97536082
214,40.741459,-73.983293
201,40.74173969,-73.99415556
172,40.74177603,-74.00149746
110,40.74232744,-73.95411749
118,40.7423737,-73.9566
187,40.74238787,-73.99726235
97,40.74252,-73.948852
133,40.74275383,-74.00747359
215,40.74286877,-73.98918629
195,40.74290902,-73.97706058
84,40.743,-73.93561
101,40.743,-73.95
117,40.743,-73.956
208,40.743,-73.98
211,40.743,-73.983
185,40.743,-73.998
210,40.74311555,-73.98215353
152,40.74317449,-74.00366443
187,40.74322681,-73.97449784
136,40.74334935,-74.00681753
129,40.74336608,-73.95960689
174,40.74345335,-74.00004031
152,40.74353373,-74.00367558
88,40.74375241,-73.94176483
201,40.74394314,-73.97966069
204,40.74395411,-73.99144871
179,40.744219,-73.97121214
118,40.74436329,-73.95587325
210,40.74444921,-73.98303529
81,40.74469738,-73.93540375
176,40.74475148,-73.99915362
191,40.74487634,-73.99529885
106,40.7449067,-73.9534573
121,40.745038,-73.957539
213,40.7451677,-73.98683077
96,40.74524768,-73.94733276
156,40.7454973,-74.00197139
202,40.7457121,-73.98194829
80,40.746,-73.935
91,40.746,-73.944
103,40.746,-73.95
127,40.746,-73.959
179,40.746,-73.998
126,40.746,-74.007
207,40.7462009,-73.98855723
191,40.746647,-73.993915
120,40.746745,-74.007756
136,40.74691959,-74.00451887
101,40.74708586,-73.94977234
88,40.74718234,-73.9432635
112,40.74731,-73.95451
178,40.74734825,-73.99723551
197,40.74757396,-73.97880077
202,40.74765947,-73.98490707
177,40.74780373,-73.9734419
99,40.748,-73.9460927
85,40.7485,-73.941275
183,40.7489006,-73.97604882
198,40.749,-73.986
193,40.749,-73.992
199,40.74901271,-73.98848395
194,40.749156,-73.9916
164,40.74937024,-73.99923384
197,40.74964,-73.98805
113,40.74966,-73.9521
141,40.74971775,-74.00295035
162,40.75001986,-73.96905301
190,40.75019995,-73.99093085
165,40.75022392,-73.97121414
198,40.75038009,-73.98338988
101,40.75052534,-73.94594845
180,40.75058535,-73.99468482
150,40.75066386,-74.00176802
195,40.75097711,-73.98765428
82,40.751047,-73.93797
88,40.75110165,-73.94073717
123,40.751396,-74.005226
182,40.751551,-73.993934
185,40.751581,-73.97791
190,40.75172632,-73.98753523
76,40.75186951,-73.9334929
182,40.751873,-73.977706
109,40.7519071,-73.9479119
190,40.752,-73.989
157,40.75206862,-73.96784384
186,40.75216528,-73.97992194
193,40.752269,-73.982079
167,40.75255434,-73.97282625
88,40.7527085,-73.9397405
138,40.752957,-74.00264
189,40.75299641,-73.98721619
74,40.7531106,-73.9279917
164,40.75323098,-73.97032517
103,40.75325964,-73.94335788
86,40.7535992,-73.93795609
183,40.75412081,-73.98025185
148,40.75455731,-73.96592976
163,40.7546011,-73.97187886
180,40.75466591,-73.99138152
156,40.75469175,-73.99740189
79,40.75473,-73.93367
181,40.75492,-73.98455
168,40.755,-73.974
177,40.755,-73.992
181,40.75500254,-73.98014437
174,40.75510267,-73.97498696
184,40.75513557,-73.98658032
118,40.7552433,-73.9485678
155,40.755293,-73.967641
72,40.7557327,-73.9236611
128,40.75594159,-74.0021163
176,40.75640548,-73.9900262
78,40.75651273,-73.92957486
143,40.75660359,-73.9979009
180,40.7568001,-73.98291153
69,40.756913,-73.921631
73,40.7569332,-73.9262231
165,40.75714758,-73.97207836
82,40.757186,-73.932719
173,40.75724568,-73.97805914
113,40.75742,-73.945133
174,40.7575699,-73.99098507
100,40.7576314,-73.9391224
62,40.7577284,-73.9166368
146,40.75797322,-73.96603308
73,40.7580583,-73.9242751
159,40.75828065,-73.97069431
172,40.758397,-73.98255
137,40.75892386,-73.96226227
155,40.75898481,-73.99379969
133,40.759107,-73.959223
136,40.759125,-73.962658
169,40.75929124,-73.98859651
155,40.75934501,-73.96759673
53,40.7595701,-73.9142678
85,40.7596276,-73.9321455
165,40.7597108,-73.97402311
161,40.75992262,-73.97648516
144,40.76009437,-73.99461843
93,40.7601853,-73.9362726
157,40.76019252,-73.9912551
125,40.76030096,-73.99884222
67,40.760339,-73.9222427
165,40.76068327,-73.98452729
102,40.76087502,-74.00277668
154,40.76095756,-73.96724467
161,40.761,-73.98
161,40.761,-73.989
140,40.761,-73.995
83,40.76108,-73.930562
140,40.7612274,-73.96094022
60,40.7612939,-73.91691685
162,40.76132983,-73.97982001
113,40.7614376,-73.9411265
161,40.761573,-73.972628
75,40.761584,-73.925921
152,40.76227205,-73.98788205
160,40.76228826,-73.98336183
137,40.76269882,-73.99301222
108,40.7627442,-73.9391141
96,40.7628138,-73.9342862
161,40.76302594,-73.97209525
146,40.76312584,-73.96526895
64,40.763154,-73.920827
112,40.76315482,-73.9398551
160,40.763189,-73.978434
78,40.7633589,-73.9286471
120,40.76341379,-73.99667444
161,40.76344058,-73.98268129
157,40.76350532,-73.97109243
146,40.76360468,-73.98917958
157,40.76370739,-73.9851615
102,40.7638753,-73.9364848
144,40.763954,-73.9646
156,40.764,-73.971
157,40.764,-73.983
45,40.76408932,-73.91065121
155,40.7643971,-73.97371465
67,40.7647,-73.9240312
142,40.76471852,-73.9622207
142,40.76500525,-73.95818491
158,40.7652654,-73.98192338
51,40.7656251,-73.9136695
72,40.7658346,-73.9265474
144,40.76584941,-73.98690506
88,40.7659,-73.930819
157,40.76590936,-73.97634151
152,40.766368,-73.971518
137,40.76663814,-73.95348296
125,40.76669671,-73.99061728
154,40.76674056,-73.97906899
104,40.7668,-73.9347774
56,40.7671,-73.9169858
145,40.7671284,-73.96224618
111,40.7671863,-73.9373554
115,40.76727216,-73.99392888
59,40.76754878,-73.92093346
151,40.7678008,-73.96592081
148,40.76800889,-73.96845281
95,40.7682,-73.9322662
129,40.768254,-73.988639
68,40.768692,-73.9249574
142,40.76873687,-73.96119945
137,40.76876203,-73.95840794
136,40.7689738,-73.95482273
145,40.76915505,-73.98191841
149,40.7691572,-73.96703464
104,40.7692475,-73.9354504
55,40.7699176,-73.9184057
136,40.7699426,-73.96060712
46,40.7701477,-73.9120938
78,40.7703743,-73.9286078
123,40.770513,-73.988038
105,40.770845,-73.934171
138,40.77112927,-73.95772297
52,40.7711528,-73.9170074
143,40.77118288,-73.96409422
66,40.7713615,-73.9246145
36,40.7713937,-73.9077436
124,40.77140426,-73.9535166
108,40.77149671,-73.99046034
140,40.77163851,-73.98261428
116,40.7724607,-73.9468208
128,40.7727966,-73.95577801
148,40.77282817,-73.96685276
118,40.7728384,-73.94989233
49,40.7729,-73.916142
135,40.77314236,-73.95856158
144,40.7734066,-73.97782542
139,40.773763,-73.96222088
96,40.7739825,-73.9309134
52,40.774591,-73.918544
68,40.774645,-73.923706
116,40.7746671,-73.98470567
126,40.77477945,-73.95427465
44,40.7747878,-73.9125551
111,40.77485,-73.9342
123,40.77492513,-73.98266566
97,40.77515953,-73.98918696
116,40.77518615,-73.94446054
115,40.77536905,-73.94803392
118,40.77565541,-73.95068615
128,40.77573034,-73.9567526
139,40.77579377,-73.97620574
46,40.776165,-73.9153175
143,40.77632142,-73.96427393
84,40.7767,-73.927631
136,40.77677702,-73.9590097
128,40.7770575,-73.97898475
66,40.7774552,-73.9225403
109,40.77748046,-73.98288594
90,40.77750703,-73.98888588
118,40.7779453,-73.946041
129,40.77801203,-73.95407149
133,40.7781314,-73.96069399
119,40.778301,-73.9488134
126,40.7785669,-73.97754961
135,40.77862688,-73.95772073
42,40.7787185,-73.9145645
137,40.77896784,-73.97374737
111,40.77966809,-73.98093045
117,40.78018397,-73.97728533
86,40.78057799,-73.98562431
133,40.7806284,-73.9521667
128,40.7811223,-73.94965589
137,40.7814107,-73.95595908
49,40.78145,-73.9183302
120,40.7817212,-73.94594
81,40.782,-73.986
124,40.78245418,-73.94891962
133,40.782593,-73.971211
132,40.78275,-73.97137
106,40.7829391,-73.9786517
137,40.78307,-73.95939
135,40.7835016,-73.955327
125,40.7839636,-73.9471673
83,40.78414472,-73.98362492
131,40.78472675,-73.96961715
131,40.7849032,-73.950503
122,40.78499979,-73.97283406
107,40.78524672,-73.97667321
137,40.7857851,-73.957481
126,40.7859201,-73.94860294
120,40.7862586,-73.94552579
96,40.7867947,-73.977112
112,40.7869946,-73.94164802
80,40.78720869,-73.98128127
124,40.7877214,-73.94728331
139,40.787801,-73.953559
138,40.788,-73.953
136,40.78813,-73.95206
122,40.7882213,-73.97041561
100,40.78839,-73.9747
114,40.7892105,-73.94370784
100,40.7892529,-73.93956237
138,40.78948542,-73.95242929
80,40.789622,-73.97757
103,40.79017948,-73.97288918
143,40.7903,-73.9597
126,40.7903051,-73.94755757
133,40.7904828,-73.95033068
131,40.791,-73.965
122,40.791,-73.968
133,40.79127,-73.964839
119,40.7919557,-73.968087
118,40.791976,-73.945993
92,40.7921,-73.9739
132,40.7922553,-73.95249933
94,40.7923272,-73.9383
77,40.79313481,-73.97700369
107,40.79329668,-73.9432083
126,40.7934337,-73.94945003
98,40.7937704,-73.971888
130,40.79406661,-73.96286845
85,40.7941654,-73.974124
82,40.7945663,-73.9362541
75,40.7949879,-73.9333349
120,40.795,-73.9645
129,40.795346,-73.96186
110,40.7954121,-73.9441232
98,40.795508,-73.941606
114,40.7961535,-73.94782145
82,40.796879,-73.937261
118,40.7969347,-73.96434123
93,40.7973721,-73.97041192
73,40.79747,-73.93504
64,40.7974772,-73.9311847
99,40.797911,-73.9423
122,40.7981856,-73.9605909
119,40.7987859,-73.9523
103,40.7989445,-73.944846
105,40.79904139,-73.9664948
83,40.799139,-73.9389152
121,40.799484,-73.955613
115,40.7997568,-73.96211287
115,40.8,-73.962
93,40.8005385,-73.9419949
64,40.8006721,-73.9349
97,40.8008363,-73.96644925
104,40.8011939,-73.9500739
83,40.8013066,-73.9398167
80,40.8013434,-73.97114574
96,40.8014866,-73.9442507
115,40.801694,-73.957145
86,40.8021174,-73.96818053
107,40.802535,-73.9532423
101,40.8025566,-73.9490782
102,40.802692,-73.96295
72,40.8029263,-73.9379
90,40.80295,-73.942954
107,40.803,-73.956
105,40.8038654,-73.9559308
94,40.804038,-73.945925
83,40.804213,-73.96699104
101,40.804372,-73.951475
78,40.8045555,-73.9396861
102,40.805159,-73.954692
65,40.805726,-73.936322
85,40.805973,-73.964928
92,40.8067581,-73.9607082
79,40.80698,-73.941747
73,40.80756,-73.939182
90,40.8078316,-73.949373
80,40.8082,-73.9641
84,40.808442,-73.9452087
83,40.8086249,-73.9596214
84,40.809,-73.959
85,40.80949535,-73.94776493
89,40.809725,-73.953149
86,40.81,-73.9551508
82,40.81028506,-73.95736456
73,40.8107922,-73.9430681
70,40.8109494,-73.9634
82,40.8114323,-73.9518776
70,40.8120562,-73.9612547
78,40.8125511,-73.9492286
72,40.813358,-73.956461
66,40.8143256,-73.9590255
71,40.81439444,-73.95324737
51,40.818299,-73.960405
