3,1,40.508896,-74.246881
2,1,40.5356,-74.152275
2,2,40.551878,-74.211891
3,2,40.557499,-74.207278
6,1,40.560575,-74.119668
1,2,40.569271,-73.863805
1,2,40.569271,-73.863805
12,2,40.57275,-73.995094
14,4,40.577395,-74.000262
20,3,40.581609,-73.967352
9,2,40.586159,-74.162561
19,2,40.587519,-73.955125
3,3,40.59498,-73.751338
3,3,40.595319,-73.751469
4,3,40.595428,-73.754169
23,7,40.597458,-73.985513
15,6,40.600434,-73.995232
7,2,40.608078,-74.156841
6,3,40.613883,-74.084703
6,3,40.615865,-74.067359
16,6,40.618297,-73.991139
20,8,40.619513,-73.989907
21,9,40.620663,-73.98875
23,23,40.632839,-74.005321
22,13,40.634412,-74.02321
12,3,40.634895,-74.075448
24,20,40.636607,-74.01154
3,1,40.63791,-74.162089
6,1,40.638743,-74.132956
23,20,40.639261,-74.015951
23,20,40.639689,-74.015843
23,19,40.640578,-74.018124
28,18,40.64189,-73.981284
28,17,40.642696,-73.979883
23,20,40.643233,-74.012374
32,16,40.643612,-73.97723
22,20,40.644183,-74.011174
33,16,40.644332,-73.975965
26,29,40.644356,-73.992613
21,20,40.644861,-74.010021
35,15,40.644999,-73.973952
21,20,40.645297,-74.010014
38,16,40.645396,-73.973514
22,20,40.645434,-74.013992
33,18,40.645476,-73.979895
26,30,40.645704,-73.994843
26,31,40.645918,-73.994923
26,31,40.647018,-73.996987
26,31,40.647523,-73.997614
23,29,40.648374,-73.999232
50,11,40.649313,-73.963199
54,3,40.650764,-73.949277
23,24,40.652335,-74.005795
26,27,40.653814,-74.00524
24,26,40.654972,-74.010181
4,9,40.657435,-73.741759
4,11,40.657503,-73.744956
44,24,40.659626,-73.977217
45,24,40.66007,-73.977772
14,8,40.66397,-73.768465
14,8,40.664368,-73.768265
15,6,40.664506,-73.849797
4,8,40.66568,-73.73623
12,13,40.667131,-73.757121
19,7,40.667706,-73.780563
38,26,40.668915,-73.985988
38,25,40.669432,-73.986637
36,30,40.669918,-73.989286
45,19,40.67057,-73.985025
17,8,40.67075,-73.842631
12,14,40.670818,-73.756361
45,19,40.671805,-73.983994
12,14,40.671935,-73.756343
13,13,40.67218,-73.761233
26,23,40.674045,-74.002126
28,23,40.674894,-74.001108
15,12,40.675698,-74.014662
6,10,40.676343,-73.740813
49,19,40.676682,-73.98019
51,16,40.676845,-73.973898
16,13,40.676988,-74.013231
7,12,40.677514,-73.744248
17,13,40.677757,-74.012326
52,16,40.677797,-73.973229
19,12,40.679115,-74.010729
18,10,40.679819,-73.837991
20,15,40.680191,-74.009468
18,10,40.681321,-73.83882
21,10,40.682029,-73.836716
43,18,40.687563,-73.986727
18,10,40.687999,-73.84986
36,23,40.688913,-74.000744
42,26,40.690095,-73.994155
40,22,40.69022,-73.987469
43,25,40.690701,-73.996401
56,5,40.690902,-73.955843
54,5,40.691337,-73.952196
16,11,40.691427,-73.762442
17,10,40.691764,-73.762858
43,24,40.692022,-73.989228
44,24,40.69256,-73.989131
62,4,40.693965,-73.929692
17,9,40.694003,-73.850981
19,9,40.695115,-73.844826
11,8,40.696066,-73.746528
18,9,40.700562,-73.83632
56,5,40.700573,-73.942261
18,9,40.701097,-73.841261
15,7,40.701992,-73.765629
20,4,40.703099,-73.796108
12,6,40.703532,-73.740957
21,4,40.703657,-73.799181
16,4,40.704299,-73.792933
12,6,40.707267,-73.751719
65,14,40.711877,-73.997922
41,6,40.712062,-73.940017
8,5,40.712528,-73.784081
69,13,40.712807,-73.988886
67,13,40.712931,-73.98744
63,11,40.713218,-73.984341
64,13,40.713376,-73.997392
64,14,40.71351,-73.997626
15,4,40.721106,-73.844033
18,5,40.725111,-73.95163
59,12,40.729699,-73.974715
19,7,40.729832,-73.954159
61,12,40.731266,-73.974185
56,9,40.731571,-74.006534
66,12,40.734228,-74.002587
41,6,40.736357,-73.878318
41,6,40.736494,-73.877838
60,13,40.737379,-74.004929
28,4,40.737772,-73.85216
76,13,40.739627,-73.976496
73,15,40.741957,-73.974808
39,7,40.742172,-73.867254
53,14,40.743645,-74.007041
83,23,40.74551,-73.984493
75,25,40.747888,-73.982775
56,16,40.747927,-74.003847
31,15,40.748745,-73.891737
33,16,40.748866,-73.890968
9,1,40.748911,-73.756702
56,16,40.749222,-74.002905
75,24,40.74986,-73.987669
36,8,40.750232,-73.8628
41,19,40.756196,-73.961653
68,20,40.756311,-73.987399
60,22,40.758113,-73.978021
61,20,40.758584,-73.992665
31,21,40.758653,-73.892381
58,19,40.75867,-73.992979
31,21,40.758825,-73.890835
51,18,40.759847,-73.995181
28,16,40.761121,-73.886493
27,23,40.76124,-73.917317
51,17,40.761749,-73.993798
24,23,40.761803,-73.925433
56,22,40.762023,-73.985792
27,15,40.762953,-73.877289
26,18,40.762983,-73.888693
26,21,40.763333,-73.95624
49,24,40.763812,-73.967079
27,26,40.763822,-73.915208
27,26,40.76392,-73.914819
27,26,40.763947,-73.915187
27,25,40.764346,-73.930229
48,17,40.764502,-73.991704
24,18,40.764727,-73.88714
27,27,40.765089,-73.931595
23,18,40.765178,-73.889116
24,18,40.765277,-73.887312
24,23,40.765913,-73.919083
24,23,40.766032,-73.919706
55,19,40.766592,-73.982719
24,23,40.766737,-73.921327
24,23,40.767219,-73.921833
50,24,40.767437,-73.964888
24,23,40.767567,-73.922921
53,17,40.767697,-73.98534
26,14,40.767857,-73.880212
23,30,40.767895,-73.911871
26,14,40.768054,-73.878327
23,23,40.768061,-73.923648
23,30,40.768098,-73.911492
57,20,40.769517,-73.981883
30,27,40.769704,-73.927436
42,22,40.770075,-73.960281
29,27,40.770106,-73.927583
20,31,40.771061,-73.908445
29,27,40.772185,-73.926139
29,27,40.772386,-73.926434
51,24,40.772774,-73.96461
18,29,40.77283,-73.906292
18,29,40.77305,-73.906163
45,20,40.773208,-73.95799
33,25,40.773596,-73.948771
20,22,40.77366,-73.893013
42,25,40.774585,-73.950985
47,20,40.775053,-73.95387
54,19,40.776582,-73.955559
46,25,40.776884,-73.949159
53,18,40.780478,-73.952701
57,18,40.78113,-73.954451
50,23,40.781562,-73.945891
5,1,40.781563,-73.846043
23,24,40.782262,-73.914779
61,17,40.784406,-73.952025
59,17,40.784948,-73.948998
60,17,40.785357,-73.949465
62,17,40.785852,-73.951207
55,2,40.84152,-73.876332
45,6,40.84803,-73.936989
47,6,40.849329,-73.933878
45,6,40.849579,-73.935065
43,6,40.850064,-73.935752
81,9,40.853857,-73.907519
35,6,40.856963,-73.932382
61,13,40.860827,-73.889882
35,10,40.865578,-73.926845
63,13,40.865775,-73.894863
65,13,40.868402,-73.901313
50,12,40.872033,-73.888206
52,13,40.872591,-73.904832
45,13,40.874274,-73.909375
31,7,40.874875,-73.8794
44,13,40.875752,-73.90825
44,13,40.878029,-73.902633
37,11,40.878788,-73.904848
34,11,40.879254,-73.9054
25,11,40.884966,-73.900634
18,2,40.897026,-73.867163
17,2,40.89844,-73.854552
